Episodes,Status,Ratings,Scores,Rank,Popularity,Members,Favorites,titles,Genre,Studio
25,Finished Airing,R - 17+ (violence & profanity),8.53,103,1,3447536,152953,Shingeki no Kyojin,Action,WitStudio
25,Finished Airing,R - 17+ (violence & profanity),8.53,103,1,3447536,152953,Shingeki no Kyojin,Drama,WitStudio
37,Finished Airing,R - 17+ (violence & profanity),8.62,74,2,3429935,156278,Death Note,Supernatural,Madhouse
37,Finished Airing,R - 17+ (violence & profanity),8.62,74,2,3429935,156278,Death Note,Suspense,Madhouse
64,Finished Airing,R - 17+ (violence & profanity),9.14,2,3,2908558,203272,Fullmetal Alchemist: Brotherhood,Action,Bones
64,Finished Airing,R - 17+ (violence & profanity),9.14,2,3,2908558,203272,Fullmetal Alchemist: Brotherhood,Adventure,Bones
64,Finished Airing,R - 17+ (violence & profanity),9.14,2,3,2908558,203272,Fullmetal Alchemist: Brotherhood,Drama,Bones
64,Finished Airing,R - 17+ (violence & profanity),9.14,2,3,2908558,203272,Fullmetal Alchemist: Brotherhood,Fantasy,Bones
12,Finished Airing,R - 17+ (violence & profanity),8.51,112,4,2815068,58188,One Punch Man,Action,Madhouse
12,Finished Airing,R - 17+ (violence & profanity),8.51,112,4,2815068,58188,One Punch Man,Comedy,Madhouse
25,Finished Airing,PG-13 - Teens 13 or older,7.2,3016,5,2765006,64200,Sword Art Online,Action,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,7.2,3016,5,2765006,64200,Sword Art Online,Adventure,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,7.2,3016,5,2765006,64200,Sword Art Online,Fantasy,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,7.2,3016,5,2765006,64200,Sword Art Online,Romance,A-1Pictures
13,Finished Airing,PG-13 - Teens 13 or older,7.93,662,6,2649214,51768,Boku no Hero Academia,Action,Bones
12,Finished Airing,R - 17+ (violence & profanity),7.79,900,7,2504931,46652,Tokyo Ghoul,Action,Pierrot
12,Finished Airing,R - 17+ (violence & profanity),7.79,900,7,2504931,46652,Tokyo Ghoul,Fantasy,Pierrot
12,Finished Airing,R - 17+ (violence & profanity),7.79,900,7,2504931,46652,Tokyo Ghoul,Horror,Pierrot
220,Finished Airing,PG-13 - Teens 13 or older,7.97,598,8,2500413,70215,Naruto,Action,Pierrot
220,Finished Airing,PG-13 - Teens 13 or older,7.97,598,8,2500413,70215,Naruto,Adventure,Pierrot
220,Finished Airing,PG-13 - Teens 13 or older,7.97,598,8,2500413,70215,Naruto,Fantasy,Pierrot
26,Finished Airing,R - 17+ (violence & profanity),8.54,100,9,2462053,81087,Kimetsu no Yaiba,Action,ufotable
26,Finished Airing,R - 17+ (violence & profanity),8.54,100,9,2462053,81087,Kimetsu no Yaiba,Fantasy,ufotable
148,Finished Airing,PG-13 - Teens 13 or older,9.05,7,10,2395882,183415,Hunter x Hunter (2011),Action,Madhouse
148,Finished Airing,PG-13 - Teens 13 or older,9.05,7,10,2395882,183415,Hunter x Hunter (2011),Action,StudioLive
148,Finished Airing,PG-13 - Teens 13 or older,9.05,7,10,2395882,183415,Hunter x Hunter (2011),Adventure,Madhouse
148,Finished Airing,PG-13 - Teens 13 or older,9.05,7,10,2395882,183415,Hunter x Hunter (2011),Adventure,StudioLive
148,Finished Airing,PG-13 - Teens 13 or older,9.05,7,10,2395882,183415,Hunter x Hunter (2011),Fantasy,Madhouse
148,Finished Airing,PG-13 - Teens 13 or older,9.05,7,10,2395882,183415,Hunter x Hunter (2011),Fantasy,StudioLive
1,Finished Airing,PG-13 - Teens 13 or older,8.86,24,11,2373353,82000,Kimi no Na wa.,Drama,CoMixWaveFilms
1,Finished Airing,PG-13 - Teens 13 or older,8.86,24,11,2373353,82000,Kimi no Na wa.,Supernatural,CoMixWaveFilms
12,Finished Airing,R - 17+ (violence & profanity),8.5,114,12,2335173,19852,Shingeki no Kyojin Season 2,Action,WitStudio
12,Finished Airing,R - 17+ (violence & profanity),8.5,114,12,2335173,19852,Shingeki no Kyojin Season 2,Drama,WitStudio
24,Finished Airing,PG-13 - Teens 13 or older,9.08,4,13,2253817,171977,Steins;Gate,Drama,WhiteFox
24,Finished Airing,PG-13 - Teens 13 or older,9.08,4,13,2253817,171977,Steins;Gate,Sci-Fi,WhiteFox
24,Finished Airing,PG-13 - Teens 13 or older,9.08,4,13,2253817,171977,Steins;Gate,Suspense,WhiteFox
25,Finished Airing,PG-13 - Teens 13 or older,8.15,374,14,2220781,17119,Boku no Hero Academia 2nd Season,Action,Bones
12,Finished Airing,PG-13 - Teens 13 or older,8.11,425,15,2164226,46245,No Game No Life,Comedy,Madhouse
12,Finished Airing,PG-13 - Teens 13 or older,8.11,425,15,2164226,46245,No Game No Life,Fantasy,Madhouse
12,Finished Airing,PG-13 - Teens 13 or older,8.11,425,15,2164226,46245,No Game No Life,Ecchi,Madhouse
500,Finished Airing,PG-13 - Teens 13 or older,8.24,284,16,2132766,98047,Naruto: Shippuuden,Action,Pierrot
500,Finished Airing,PG-13 - Teens 13 or older,8.24,284,16,2132766,98047,Naruto: Shippuuden,Adventure,Pierrot
500,Finished Airing,PG-13 - Teens 13 or older,8.24,284,16,2132766,98047,Naruto: Shippuuden,Fantasy,Pierrot
25,Finished Airing,R - 17+ (violence & profanity),8.7,48,17,2000328,99616,Code Geass: Hangyaku no Lelouch,Action,Sunrise
25,Finished Airing,R - 17+ (violence & profanity),8.7,48,17,2000328,99616,Code Geass: Hangyaku no Lelouch,Drama,Sunrise
25,Finished Airing,R - 17+ (violence & profanity),8.7,48,17,2000328,99616,Code Geass: Hangyaku no Lelouch,Sci-Fi,Sunrise
25,Finished Airing,PG-13 - Teens 13 or older,8.11,431,18,1985431,53339,Toradora!,Drama,J.C.Staff
25,Finished Airing,PG-13 - Teens 13 or older,8.11,431,18,1985431,53339,Toradora!,Romance,J.C.Staff
1,Finished Airing,PG-13 - Teens 13 or older,8.95,15,19,1982571,76727,Koe no Katachi,Drama,KyotoAnimation
12,Finished Airing,R - 17+ (violence & profanity),8.62,72,20,1979409,18577,Shingeki no Kyojin Season 3,Action,WitStudio
12,Finished Airing,R - 17+ (violence & profanity),8.62,72,20,1979409,18577,Shingeki no Kyojin Season 3,Drama,WitStudio
22,Finished Airing,PG-13 - Teens 13 or older,8.66,61,21,1947930,79409,Shigatsu wa Kimi no Uso,Drama,A-1Pictures
22,Finished Airing,PG-13 - Teens 13 or older,8.66,61,21,1947930,79409,Shigatsu wa Kimi no Uso,Romance,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,7.96,619,22,1943572,31166,Noragami,Action,Bones
12,Finished Airing,PG-13 - Teens 13 or older,7.96,619,22,1943572,31166,Noragami,Fantasy,Bones
25,Finished Airing,R - 17+ (violence & profanity),8.25,271,23,1935192,61337,Re:Zero kara Hajimeru Isekai Seikatsu,Drama,WhiteFox
25,Finished Airing,R - 17+ (violence & profanity),8.25,271,23,1935192,61337,Re:Zero kara Hajimeru Isekai Seikatsu,Fantasy,WhiteFox
25,Finished Airing,R - 17+ (violence & profanity),8.25,271,23,1935192,61337,Re:Zero kara Hajimeru Isekai Seikatsu,Suspense,WhiteFox
25,Finished Airing,PG-13 - Teens 13 or older,8.08,462,24,1907980,12718,Boku no Hero Academia 3rd Season,Action,Bones
13,Finished Airing,PG-13 - Teens 13 or older,8.08,461,25,1907790,46287,Angel Beats!,Drama,P.A.Works
13,Finished Airing,PG-13 - Teens 13 or older,8.08,461,25,1907790,46287,Angel Beats!,Supernatural,P.A.Works
Unknown,Currently Airing,PG-13 - Teens 13 or older,8.65,63,26,1900651,168622,One Piece,Action,ToeiAnimation
Unknown,Currently Airing,PG-13 - Teens 13 or older,8.65,63,26,1900651,168622,One Piece,Adventure,ToeiAnimation
Unknown,Currently Airing,PG-13 - Teens 13 or older,8.65,63,26,1900651,168622,One Piece,Fantasy,ToeiAnimation
24,Finished Airing,R - 17+ (violence & profanity),8.68,51,27,1890603,70977,Jujutsu Kaisen (TV),Action,MAPPA
24,Finished Airing,R - 17+ (violence & profanity),8.68,51,27,1890603,70977,Jujutsu Kaisen (TV),Fantasy,MAPPA
10,Finished Airing,R - 17+ (violence & profanity),9.07,5,28,1859841,51489,Shingeki no Kyojin Season 3 Part 2,Action,WitStudio
10,Finished Airing,R - 17+ (violence & profanity),9.07,5,28,1859841,51489,Shingeki no Kyojin Season 3 Part 2,Drama,WitStudio
24,Finished Airing,R - 17+ (violence & profanity),7.47,1777,29,1853712,26305,Akame ga Kill!,Action,WhiteFox
24,Finished Airing,R - 17+ (violence & profanity),7.47,1777,29,1853712,26305,Akame ga Kill!,Fantasy,WhiteFox
24,Finished Airing,PG-13 - Teens 13 or older,7.71,1070,30,1843519,18845,Nanatsu no Taizai,Action,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.71,1070,30,1843519,18845,Nanatsu no Taizai,Adventure,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.71,1070,30,1843519,18845,Nanatsu no Taizai,Fantasy,A-1Pictures
26,Finished Airing,R+ - Mild Nudity,7.45,1826,31,1840948,29259,Mirai Nikki (TV),Action,asread.
26,Finished Airing,R+ - Mild Nudity,7.45,1826,31,1840948,29259,Mirai Nikki (TV),Supernatural,asread.
26,Finished Airing,R+ - Mild Nudity,7.45,1826,31,1840948,29259,Mirai Nikki (TV),Suspense,asread.
12,Finished Airing,R - 17+ (violence & profanity),8.32,215,32,1838439,43661,Boku dake ga Inai Machi,Mystery,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,6.71,5256,33,1782457,9009,Sword Art Online II,Action,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,6.71,5256,33,1782457,9009,Sword Art Online II,Adventure,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,6.71,5256,33,1782457,9009,Sword Art Online II,Fantasy,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,6.71,5256,33,1782457,9009,Sword Art Online II,Romance,A-1Pictures
22,Finished Airing,PG-13 - Teens 13 or older,8.1,441,34,1747388,26831,Ansatsu Kyoushitsu,Action,Lerche
22,Finished Airing,PG-13 - Teens 13 or older,8.1,441,34,1747388,26831,Ansatsu Kyoushitsu,Comedy,Lerche
25,Finished Airing,PG-13 - Teens 13 or older,7.51,1640,35,1745671,16058,Ao no Exorcist,Action,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,7.51,1640,35,1745671,16058,Ao no Exorcist,Fantasy,A-1Pictures
12,Finished Airing,PG-13 - Teens 13 or older,8.48,123,36,1743003,39090,Mob Psycho 100,Action,Bones
12,Finished Airing,PG-13 - Teens 13 or older,8.48,123,36,1743003,39090,Mob Psycho 100,Comedy,Bones
12,Finished Airing,PG-13 - Teens 13 or older,8.48,123,36,1743003,39090,Mob Psycho 100,Supernatural,Bones
10,Finished Airing,PG-13 - Teens 13 or older,8.12,415,37,1708966,40926,Kono Subarashii Sekai ni Shukufuku wo!,Adventure,StudioDeen
10,Finished Airing,PG-13 - Teens 13 or older,8.12,415,37,1708966,40926,Kono Subarashii Sekai ni Shukufuku wo!,Comedy,StudioDeen
10,Finished Airing,PG-13 - Teens 13 or older,8.12,415,37,1708966,40926,Kono Subarashii Sekai ni Shukufuku wo!,Fantasy,StudioDeen
25,Finished Airing,PG-13 - Teens 13 or older,8.45,138,38,1707758,66691,Haikyuu!!,Sports,ProductionI.G
12,Finished Airing,R - 17+ (violence & profanity),8.54,95,39,1700559,31272,Yakusoku no Neverland,Mystery,CloverWorks
12,Finished Airing,R - 17+ (violence & profanity),8.54,95,39,1700559,31272,Yakusoku no Neverland,Sci-Fi,CloverWorks
12,Finished Airing,R - 17+ (violence & profanity),8.54,95,39,1700559,31272,Yakusoku no Neverland,Suspense,CloverWorks
366,Finished Airing,PG-13 - Teens 13 or older,7.86,770,40,1665445,60023,Bleach,Action,Pierrot
366,Finished Airing,PG-13 - Teens 13 or older,7.86,770,40,1665445,60023,Bleach,Adventure,Pierrot
366,Finished Airing,PG-13 - Teens 13 or older,7.86,770,40,1665445,60023,Bleach,Fantasy,Pierrot
24,Finished Airing,R - 17+ (violence & profanity),8.35,197,41,1643154,31322,Kiseijuu: Sei no Kakuritsu,Action,Madhouse
24,Finished Airing,R - 17+ (violence & profanity),8.35,197,41,1643154,31322,Kiseijuu: Sei no Kakuritsu,Horror,Madhouse
24,Finished Airing,R - 17+ (violence & profanity),8.35,197,41,1643154,31322,Kiseijuu: Sei no Kakuritsu,Sci-Fi,Madhouse
26,Finished Airing,R - 17+ (violence & profanity),8.76,37,42,1625861,72192,Cowboy Bebop,Action,Sunrise
26,Finished Airing,R - 17+ (violence & profanity),8.76,37,42,1625861,72192,Cowboy Bebop,Sci-Fi,Sunrise
1,Finished Airing,PG - Children,8.78,35,43,1620962,28567,Sen to Chihiro no Kamikakushi,Adventure,StudioGhibli
1,Finished Airing,PG - Children,8.78,35,43,1620962,28567,Sen to Chihiro no Kamikakushi,AwardWinning,StudioGhibli
1,Finished Airing,PG - Children,8.78,35,43,1620962,28567,Sen to Chihiro no Kamikakushi,Supernatural,StudioGhibli
16,Finished Airing,R - 17+ (violence & profanity),8.84,25,44,1608240,50021,Shingeki no Kyojin: The Final Season,Action,MAPPA
16,Finished Airing,R - 17+ (violence & profanity),8.84,25,44,1608240,50021,Shingeki no Kyojin: The Final Season,Drama,MAPPA
12,Finished Airing,R - 17+ (violence & profanity),7.03,3814,45,1594755,10031,Tokyo Ghoul √A,Action,Pierrot
12,Finished Airing,R - 17+ (violence & profanity),7.03,3814,45,1594755,10031,Tokyo Ghoul √A,Fantasy,Pierrot
12,Finished Airing,R - 17+ (violence & profanity),7.03,3814,45,1594755,10031,Tokyo Ghoul √A,Horror,Pierrot
175,Finished Airing,PG-13 - Teens 13 or older,7.58,1394,46,1590161,43894,Fairy Tail,Action,Satelight
175,Finished Airing,PG-13 - Teens 13 or older,7.58,1394,46,1590161,43894,Fairy Tail,Action,A-1Pictures
175,Finished Airing,PG-13 - Teens 13 or older,7.58,1394,46,1590161,43894,Fairy Tail,Adventure,Satelight
175,Finished Airing,PG-13 - Teens 13 or older,7.58,1394,46,1590161,43894,Fairy Tail,Adventure,A-1Pictures
175,Finished Airing,PG-13 - Teens 13 or older,7.58,1394,46,1590161,43894,Fairy Tail,Fantasy,Satelight
175,Finished Airing,PG-13 - Teens 13 or older,7.58,1394,46,1590161,43894,Fairy Tail,Fantasy,A-1Pictures
25,Finished Airing,R - 17+ (violence & profanity),8.91,20,47,1577230,70959,Code Geass: Hangyaku no Lelouch R2,Action,Sunrise
25,Finished Airing,R - 17+ (violence & profanity),8.91,20,47,1577230,70959,Code Geass: Hangyaku no Lelouch R2,Drama,Sunrise
25,Finished Airing,R - 17+ (violence & profanity),8.91,20,47,1577230,70959,Code Geass: Hangyaku no Lelouch R2,Sci-Fi,Sunrise
26,Finished Airing,PG-13 - Teens 13 or older,8.34,203,48,1563863,91553,Neon Genesis Evangelion,Action,Gainax
26,Finished Airing,PG-13 - Teens 13 or older,8.34,203,48,1563863,91553,Neon Genesis Evangelion,Action,TatsunokoProduction
26,Finished Airing,PG-13 - Teens 13 or older,8.34,203,48,1563863,91553,Neon Genesis Evangelion,AvantGarde,Gainax
26,Finished Airing,PG-13 - Teens 13 or older,8.34,203,48,1563863,91553,Neon Genesis Evangelion,AvantGarde,TatsunokoProduction
26,Finished Airing,PG-13 - Teens 13 or older,8.34,203,48,1563863,91553,Neon Genesis Evangelion,Drama,Gainax
26,Finished Airing,PG-13 - Teens 13 or older,8.34,203,48,1563863,91553,Neon Genesis Evangelion,Drama,TatsunokoProduction
26,Finished Airing,PG-13 - Teens 13 or older,8.34,203,48,1563863,91553,Neon Genesis Evangelion,Sci-Fi,Gainax
26,Finished Airing,PG-13 - Teens 13 or older,8.34,203,48,1563863,91553,Neon Genesis Evangelion,Sci-Fi,TatsunokoProduction
12,Finished Airing,R - 17+ (violence & profanity),8.17,358,49,1560658,25729,Death Parade,Drama,Madhouse
12,Finished Airing,R - 17+ (violence & profanity),8.17,358,49,1560658,25729,Death Parade,Supernatural,Madhouse
12,Finished Airing,R - 17+ (violence & profanity),8.17,358,49,1560658,25729,Death Parade,Suspense,Madhouse
24,Finished Airing,PG-13 - Teens 13 or older,8.05,502,50,1557263,35099,Kill la Kill,Action,Trigger
24,Finished Airing,PG-13 - Teens 13 or older,8.05,502,50,1557263,35099,Kill la Kill,Comedy,Trigger
24,Finished Airing,PG-13 - Teens 13 or older,8.05,502,50,1557263,35099,Kill la Kill,Ecchi,Trigger
13,Finished Airing,PG-13 - Teens 13 or older,8.67,55,51,1517409,51837,Violet Evergarden,Drama,KyotoAnimation
13,Finished Airing,PG-13 - Teens 13 or older,8.67,55,51,1517409,51837,Violet Evergarden,Fantasy,KyotoAnimation
13,Finished Airing,PG-13 - Teens 13 or older,8.67,55,51,1517409,51837,Violet Evergarden,SliceofLife,KyotoAnimation
12,Finished Airing,R - 17+ (violence & profanity),7.49,1711,52,1504628,16075,Another,Horror,P.A.Works
12,Finished Airing,R - 17+ (violence & profanity),7.49,1711,52,1504628,16075,Another,Mystery,P.A.Works
12,Finished Airing,R - 17+ (violence & profanity),7.49,1711,52,1504628,16075,Another,Supernatural,P.A.Works
12,Finished Airing,R - 17+ (violence & profanity),7.49,1711,52,1504628,16075,Another,Suspense,P.A.Works
24,Finished Airing,PG-13 - Teens 13 or older,8.18,355,53,1486778,22960,Shokugeki no Souma,Gourmet,J.C.Staff
24,Finished Airing,PG-13 - Teens 13 or older,8.18,355,53,1486778,22960,Shokugeki no Souma,Ecchi,J.C.Staff
13,Finished Airing,PG-13 - Teens 13 or older,8.27,259,54,1473711,41821,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Comedy,CloverWorks
13,Finished Airing,PG-13 - Teens 13 or older,8.27,259,54,1473711,41821,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Drama,CloverWorks
13,Finished Airing,PG-13 - Teens 13 or older,8.27,259,54,1473711,41821,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Romance,CloverWorks
13,Finished Airing,PG-13 - Teens 13 or older,8.27,259,54,1473711,41821,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Supernatural,CloverWorks
51,Finished Airing,PG-13 - Teens 13 or older,7.84,824,55,1472123,24246,Soul Eater,Action,Bones
51,Finished Airing,PG-13 - Teens 13 or older,7.84,824,55,1472123,24246,Soul Eater,Comedy,Bones
51,Finished Airing,PG-13 - Teens 13 or older,7.84,824,55,1472123,24246,Soul Eater,Fantasy,Bones
51,Finished Airing,PG-13 - Teens 13 or older,7.84,824,55,1472123,24246,Soul Eater,Supernatural,Bones
22,Finished Airing,R - 17+ (violence & profanity),8.35,191,56,1470840,35934,Psycho-Pass,Action,ProductionI.G
22,Finished Airing,R - 17+ (violence & profanity),8.35,191,56,1470840,35934,Psycho-Pass,Sci-Fi,ProductionI.G
22,Finished Airing,R - 17+ (violence & profanity),8.35,191,56,1470840,35934,Psycho-Pass,Suspense,ProductionI.G
11,Finished Airing,PG-13 - Teens 13 or older,8.33,210,57,1466432,31465,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Drama,A-1Pictures
11,Finished Airing,PG-13 - Teens 13 or older,8.33,210,57,1466432,31465,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,SliceofLife,A-1Pictures
11,Finished Airing,PG-13 - Teens 13 or older,8.33,210,57,1466432,31465,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Supernatural,A-1Pictures
25,Finished Airing,PG-13 - Teens 13 or older,7.95,631,58,1466011,8036,Boku no Hero Academia 4th Season,Action,Bones
27,Finished Airing,PG-13 - Teens 13 or older,8.63,68,59,1453686,72223,Tengen Toppa Gurren Lagann,Action,Gainax
27,Finished Airing,PG-13 - Teens 13 or older,8.63,68,59,1453686,72223,Tengen Toppa Gurren Lagann,Adventure,Gainax
27,Finished Airing,PG-13 - Teens 13 or older,8.63,68,59,1453686,72223,Tengen Toppa Gurren Lagann,Comedy,Gainax
27,Finished Airing,PG-13 - Teens 13 or older,8.63,68,59,1453686,72223,Tengen Toppa Gurren Lagann,Sci-Fi,Gainax
24,Finished Airing,PG-13 - Teens 13 or older,8.29,245,60,1452427,23969,Dr. Stone,Adventure,TMSEntertainment
24,Finished Airing,PG-13 - Teens 13 or older,8.29,245,60,1452427,23969,Dr. Stone,Comedy,TMSEntertainment
24,Finished Airing,PG-13 - Teens 13 or older,8.29,245,60,1452427,23969,Dr. Stone,Sci-Fi,TMSEntertainment
12,Finished Airing,PG-13 - Teens 13 or older,8.4,162,61,1438330,33759,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Comedy,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Action,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Action,Trigger
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Action,CloverWorks
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Drama,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Drama,Trigger
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Drama,CloverWorks
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Romance,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Romance,Trigger
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Romance,CloverWorks
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Sci-Fi,A-1Pictures
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Sci-Fi,Trigger
24,Finished Airing,PG-13 - Teens 13 or older,7.23,2840,62,1429818,29087,Darling in the FranXX,Sci-Fi,CloverWorks
12,Finished Airing,R - 17+ (violence & profanity),7.47,1759,63,1428641,5681,One Punch Man 2nd Season,Action,J.C.Staff
12,Finished Airing,R - 17+ (violence & profanity),7.47,1759,63,1428641,5681,One Punch Man 2nd Season,Comedy,J.C.Staff
26,Finished Airing,R - 17+ (violence & profanity),7.92,676,64,1419905,33196,JoJo no Kimyou na Bouken (TV),Action,DavidProduction
26,Finished Airing,R - 17+ (violence & profanity),7.92,676,64,1419905,33196,JoJo no Kimyou na Bouken (TV),Adventure,DavidProduction
26,Finished Airing,R - 17+ (violence & profanity),7.92,676,64,1419905,33196,JoJo no Kimyou na Bouken (TV),Supernatural,DavidProduction
13,Finished Airing,PG-13 - Teens 13 or older,7.75,988,65,1417305,20778,Charlotte,Drama,P.A.Works
13,Finished Airing,R+ - Mild Nudity,7.5,1663,66,1387243,22631,Elfen Lied,Action,Arms
13,Finished Airing,R+ - Mild Nudity,7.5,1663,66,1387243,22631,Elfen Lied,Drama,Arms
13,Finished Airing,R+ - Mild Nudity,7.5,1663,66,1387243,22631,Elfen Lied,Horror,Arms
13,Finished Airing,R+ - Mild Nudity,7.5,1663,66,1387243,22631,Elfen Lied,Romance,Arms
13,Finished Airing,R+ - Mild Nudity,7.5,1663,66,1387243,22631,Elfen Lied,Supernatural,Arms
13,Finished Airing,PG-13 - Teens 13 or older,7.78,919,67,1374883,10690,Hataraku Maou-sama!,Comedy,WhiteFox
13,Finished Airing,PG-13 - Teens 13 or older,7.78,919,67,1374883,10690,Hataraku Maou-sama!,Fantasy,WhiteFox
13,Finished Airing,PG-13 - Teens 13 or older,7.78,919,67,1374883,10690,Hataraku Maou-sama!,Romance,WhiteFox
13,Finished Airing,PG-13 - Teens 13 or older,7.78,919,67,1374883,10690,Hataraku Maou-sama!,Supernatural,WhiteFox
170,Finished Airing,PG-13 - Teens 13 or older,8.12,407,68,1360812,37821,Black Clover,Action,Pierrot
170,Finished Airing,PG-13 - Teens 13 or older,8.12,407,68,1360812,37821,Black Clover,Comedy,Pierrot
170,Finished Airing,PG-13 - Teens 13 or older,8.12,407,68,1360812,37821,Black Clover,Fantasy,Pierrot
13,Finished Airing,R - 17+ (violence & profanity),8.29,246,69,1360361,32124,Fate/Zero,Action,ufotable
13,Finished Airing,R - 17+ (violence & profanity),8.29,246,69,1360361,32124,Fate/Zero,Fantasy,ufotable
13,Finished Airing,R - 17+ (violence & profanity),8.29,246,69,1360361,32124,Fate/Zero,Supernatural,ufotable
12,Finished Airing,R+ - Mild Nudity,7.08,3569,70,1359912,9375,Highschool of the Dead,Action,Madhouse
12,Finished Airing,R+ - Mild Nudity,7.08,3569,70,1359912,9375,Highschool of the Dead,Horror,Madhouse
12,Finished Airing,R+ - Mild Nudity,7.08,3569,70,1359912,9375,Highschool of the Dead,Supernatural,Madhouse
12,Finished Airing,R+ - Mild Nudity,7.08,3569,70,1359912,9375,Highschool of the Dead,Ecchi,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.92,679,71,1357176,22308,Overlord,Action,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.92,679,71,1357176,22308,Overlord,Adventure,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.92,679,71,1357176,22308,Overlord,Fantasy,Madhouse
13,Finished Airing,R - 17+ (violence & profanity),7.92,679,71,1357176,22308,Overlord,Supernatural,Madhouse
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1456,72,1357021,10880,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Action,J.C.Staff
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1456,72,1357021,10880,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Adventure,J.C.Staff
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1456,72,1357021,10880,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Comedy,J.C.Staff
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1456,72,1357021,10880,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Fantasy,J.C.Staff
13,Finished Airing,PG-13 - Teens 13 or older,7.56,1456,72,1357021,10880,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Romance,J.C.Staff
51,Finished Airing,R - 17+ (violence & profanity),8.12,413,73,1356171,24660,Fullmetal Alchemist,Action,Bones
51,Finished Airing,R - 17+ (violence & profanity),8.12,413,73,1356171,24660,Fullmetal Alchemist,Adventure,Bones
51,Finished Airing,R - 17+ (violence & profanity),8.12,413,73,1356171,24660,Fullmetal Alchemist,Drama,Bones
51,Finished Airing,R - 17+ (violence & profanity),8.12,413,73,1356171,24660,Fullmetal Alchemist,Fantasy,Bones
25,Finished Airing,PG-13 - Teens 13 or older,8.02,546,74,1347111,25370,Tate no Yuusha no Nariagari,Action,KinemaCitrus
25,Finished Airing,PG-13 - Teens 13 or older,8.02,546,74,1347111,25370,Tate no Yuusha no Nariagari,Adventure,KinemaCitrus
25,Finished Airing,PG-13 - Teens 13 or older,8.02,546,74,1347111,25370,Tate no Yuusha no Nariagari,Drama,KinemaCitrus
25,Finished Airing,PG-13 - Teens 13 or older,8.02,546,74,1347111,25370,Tate no Yuusha no Nariagari,Fantasy,KinemaCitrus
10,Finished Airing,PG-13 - Teens 13 or older,8.28,251,75,1321073,11333,Kono Subarashii Sekai ni Shukufuku wo! 2,Adventure,StudioDeen
